CAMIS,DBA,BORO,ADDRESS,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,INSPECTION TYPE,
41139007,POLLOS A LA BRASA MARIO,Queens,"6201 WOODSIDE AVENUE, 11377",Spanish,4/4/18,02B,Hot food item not held at or above 140º F.,Y,21,B,,Cycle Inspection / Initial Inspection,
40789156,BROOKDALE,Manhattan,"455 NORTH END AVENUE, 10282",American,12/29/17,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,17,B,,Cycle Inspection / Initial Inspection,
50011046,LA BELLA PIZZA EXPRESS,Brooklyn,"2178 86TH ST, 11214",Pizza/Italian,9/16/19,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,16,B,,Cycle Inspection / Initial Inspection,
50055386,GRAMERCY FARMER & THE FISH,Manhattan,"247A PARK AVE S, 10003",Seafood,12/28/17,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,15,B,,Cycle Inspection / Initial Inspection,
41657755,DONNA,Brooklyn,"27 BROADWAY, 11249",American,5/15/18,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Y,31,C,,Cycle Inspection / Initial Inspection,
40869211,MR MCGOO'S,Bronx,"5602 BROADWAY, 10463",American,2/6/18,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,7,A,2/6/18,Cycle Inspection / Initial Inspection,
41662783,EL TIPICO,Brooklyn,"2933 FULTON STREET, 11207",Spanish,4/2/18,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,13,A,4/2/18,Cycle Inspection / Initial Inspection,
41306113,HONG KONG KITCHEN,Queens,"2510 BROADWAY, 11106",Chinese,4/17/19,09C,Food contact surface not properly maintained.,N,7,A,4/17/19,Cycle Inspection / Initial Inspection,
41547604,FENG'S GARDEN,Queens,"11054 QUEENS BOULEVARD, 11375",Chinese,8/12/19,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Y,12,A,8/12/19,Cycle Inspection / Initial Inspection,
41271436,MATSUNOYA,Manhattan,"131 EAST 45 STREET, 10017",Japanese,9/17/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,9/17/18,Cycle Inspection / Re-inspection,
50054847,GUADALUPE INN,Brooklyn,"1 KNICKERBOCKER AVE, 11237",Mexican,1/30/18,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,32,C,,Cycle Inspection / Initial Inspection,
40997900,MR WASABI,Queens,"4232 BELL BOULEVARD, 11361",Japanese,6/18/19,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,6/18/19,Cycle Inspection / Re-inspection,
50059612,PALACE OF ZULY,Queens,"913 WYCKOFF AVE, 11385",Spanish,7/12/18,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,20,B,7/12/18,Cycle Inspection / Re-inspection,
50000891,LA MESITA,Brooklyn,"1513 MYRTLE AVE, 11237",Mexican,8/2/17,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,65,C,,Cycle Inspection / Initial Inspection,
40510293,DON PEPIS DELICATESSEN,Manhattan," AMTRAK LEVEL, 10001",Delicatessen,9/14/18,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,18,B,,Cycle Inspection / Initial Inspection,
50071004,SPOONS,Brooklyn,"5001 13TH AVE, 11219",Jewish/Kosher,2/25/19,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,19,B,2/25/19,Cycle Inspection / Re-inspection,
40591422,THE PARLOUR,Manhattan,"250 WEST   86 STREET, 10024",Irish,7/27/17,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,26,B,,Cycle Inspection / Initial Inspection,
41320931,RICH VILLAGE RESTAURANT,Brooklyn,"6009 7 AVENUE, 11220",Chinese,5/3/17,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13,A,5/3/17,Cycle Inspection / Initial Inspection,
41696334,BXL ZOUTE,Manhattan,"50 WEST   22 STREET, 10010",Eastern European,5/3/17,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,19,B,,Cycle Inspection / Initial Inspection,
41546745,MI SABOR CAFE,Brooklyn,"920 BROADWAY, 11206","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/19/17,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,29,C,1/19/17,Cycle Inspection / Re-inspection,
50036496,TAQUERIA ACATLAN,Brooklyn,"298 IRVING AVE, 11237",Mexican,2/5/20,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,19,B,,Cycle Inspection / Initial Inspection,
50017469,HOUSE OF SEAFOOD EXPRESS,Manhattan,"429 LENOX AVE, 10037",Seafood,11/14/19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,20,B,,Cycle Inspection / Initial Inspection,
50017583,LITTLE CHOC APOTHECARY,Brooklyn,"141 HAVEMEYER ST, 11211",Café/Coffee/Tea,12/6/19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,A,12/6/19,Cycle Inspection / Re-inspection,
50009823,PAM REAL THAI 49,Manhattan,"404 W 49TH ST, 10019",Thai,7/15/19,09C,Food contact surface not properly maintained.,N,13,A,7/15/19,Cycle Inspection / Re-inspection,
41459743,EVERYDAY GOURMET DELI,Manhattan,"369 LEXINGTON AVENUE, 10017",American,3/12/19,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,30,C,,Cycle Inspection / Initial Inspection,
41033313,KETTLE OF FISH,Manhattan,"59 CHRISTOPHER STREET, 10014",American,5/17/19,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,5/17/19,Cycle Inspection / Initial Inspection,
41088829,MV SCORPION CAFE CLUB,Queens,"792 ONDERDONK AVENUE, 11385",Café/Coffee/Tea,5/6/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,5/6/19,Cycle Inspection / Re-inspection,
50017920,OUTBACK STEAKHOUSE,Brooklyn,"355 GATEWAY DR, 11239",American,3/27/18,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,21,B,,Cycle Inspection / Initial Inspection,
50088270,TARTINERY,Manhattan,"89 E 42ND ST, 10017",American,1/30/20,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,40,C,,Cycle Inspection / Initial Inspection,
41348662,SUBWAY,Staten Island,"786 PORT RICHMOND AVENUE, 10302",Sandwiches/Salads/Mixed Buffet,2/15/17,10H,Proper sanitization not provided for utensil ware washing operation.,N,19,B,,Cycle Inspection / Initial Inspection,
50005184,HIBINO LIC,Queens,"1070 JACKSON AVE, 11101",Japanese,3/1/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,21,B,,Cycle Inspection / Initial Inspection,
41690780,CAFE EVERGREEN,Manhattan,"1367 1 AVENUE, 10021",Chinese,7/31/19,02B,Hot food item not held at or above 140º F.,Y,33,C,,Cycle Inspection / Initial Inspection,
50055132,BURGER INC,Manhattan,"353 W 14TH ST, 10014",American,10/1/19,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,7,A,10/1/19,Cycle Inspection / Re-inspection,
41251541,BRIDGES BAR,Bronx,"4100 EAST TREMONT AVENUE, 10465",American,1/22/20,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,18,B,,Cycle Inspection / Initial Inspection,
50055342,CAFE KISKEYA,Queens,"27111 UNION TPKE, 11040",Spanish,1/31/18,02B,Hot food item not held at or above 140º F.,Y,28,C,,Cycle Inspection / Initial Inspection,
41653047,MAC SHACK,Brooklyn,"901 FULTON STREET, 11238",American,9/4/19,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,10,A,9/4/19,Cycle Inspection / Initial Inspection,
50015263,LA POSADA MEXICAN FOOD,Manhattan,"364 3RD AVE, 10016",Mexican,5/11/18,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,5/11/18,Cycle Inspection / Re-inspection,
41604442,AMARU,Queens,"8413 NORTHERN BOULEVARD, 11372",Peruvian,1/21/20,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,19,B,,Cycle Inspection / Initial Inspection,
40362264,P & S DELI GROCERY,Manhattan,"730 COLUMBUS AVENUE, 10025",American,12/18/18,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,12/18/18,Cycle Inspection / Re-inspection,
50007927,COME & GET SUM FISH & CHIPS,Bronx,"791 E 163RD ST, 10456",Seafood,11/26/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5,A,11/26/19,Cycle Inspection / Initial Inspection,
50013407,MEI YA KITCHEN,Bronx,"858 GERARD AVE, 10451",Chinese,1/17/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,1/17/18,Cycle Inspection / Re-inspection,
41690816,ACTION BURGER,Brooklyn,"292 GRAHAM AVENUE, 11211",American,2/1/20,04A,Food Protection Certificate not held by supervisor of food operations.,Y,37,C,,Cycle Inspection / Initial Inspection,
41174643,ELSA LA REINA DEL CHICHARRON 3,Bronx,"1A EAST  183 STREET, 10453","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/31/17,02B,Hot food item not held at or above 140º F.,Y,14,B,10/31/17,Cycle Inspection / Re-inspection,
41583191,QUEZADA RESTAURANT,Brooklyn,"1212 FLATBUSH AVENUE, 11226","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/7/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,11/7/19,Cycle Inspection / Re-inspection,
50067332,LAKAY VENUS RESTAURANT,Brooklyn,"637 ROGERS AVE, 11226",Caribbean,7/1/19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,35,C,,Cycle Inspection / Initial Inspection,
41718710,BCD TOFU HOUSE,Manhattan,"5 WEST   32 STREET, 10001",Korean,8/21/17,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,31,C,,Cycle Inspection / Initial Inspection,
50015549,OLIVE GARDEN,Queens,"9210 59TH AVE, 11373",Italian,8/30/18,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,50,C,,Cycle Inspection / Initial Inspection,
50001450,CARIBBEAN JERKEE'S DELIGHT,Brooklyn,"932 UTICA AVE, 11203",Caribbean,9/8/16,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,9/8/16,Cycle Inspection / Re-inspection,
50001976,TROPICAL ISLE CARRIBEAN RESTAURANT,Queens,"118-19 LIBERTY AVENUE, 11419",Caribbean,7/25/19,02B,Hot food item not held at or above 140º F.,Y,49,C,,Cycle Inspection / Initial Inspection,
41331780,STARBUCKS,Manhattan,"229 SEVENTH AVENUE, 10011",Café/Coffee/Tea,3/3/17,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,7,A,3/3/17,Cycle Inspection / Initial Inspection,
40402172,LOMBARDI'S,Manhattan,"32 SPRING STREET, 10012",Pizza/Italian,5/22/17,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,13,A,5/22/17,Cycle Inspection / Re-inspection,
41042104,PATES PLUS BAKERY,Queens,"9715 SPRINGFIELD BOULEVARD, 11429",Bakery,12/28/16,04M,Live roaches present in facility's food and/or non-food areas.,Y,12,A,,Cycle Inspection / Initial Inspection,
